strain_entity_id,assembly_stem,assembly_accessions,n_supporting_records,n_supporting_sources,supporting_sources,identity_status,lineage_95_block,outer_fold
STRAIN_000078,ASM925297675,GCA_925297675;GCA_925297675.1,4,4,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000079,ASM925297865,GCA_925297865;GCA_925297865.1,4,4,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000080,ASM947072755,GCA_947072755;GCA_947072755.1,4,4,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv,UNAMBIGUOUS,ANI95_0015,4
STRAIN_000081,ASM948482305,GCA_948482305;GCA_948482305.1,4,4,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv,UNAMBIGUOUS,ANI95_0015,4
STRAIN_000086,ASM948918825,GCA_948918825;GCA_948918825.1,4,4,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv,UNAMBIGUOUS,ANI95_0006,1
STRAIN_000090,ASM949493175,GCA_949493175;GCA_949493175.1,4,4,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000091,ASM959028405,GCA_959028405;GCA_959028405.1,4,4,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000092,ASM982235515,GCA_982235515;GCA_982235515.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/11_registry_multiple_match.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000095,ASM000003135,GCA_000003135;GCA_000003135.1;GCF_000003135;GCF_000003135.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000096,ASM000005845,GCA_000005845;GCA_000005845.2;GCF_000005845;GCF_000005845.2,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0024,4
STRAIN_000097,ASM000006765,GCA_000006765;GCA_000006765.1;GCF_000006765;GCF_000006765.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0040,2
STRAIN_000098,ASM000006865,GCA_000006865;GCA_000006865.1;GCF_000006865;GCF_000006865.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0008,5
STRAIN_000099,ASM000006965,GCA_000006965;GCA_000006965.1;GCF_000006965;GCF_000006965.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0041,2
STRAIN_000100,ASM000007525,GCA_000007525;GCA_000007525.1;GCF_000007525;GCF_000007525.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000101,ASM000008065,GCA_000008065;GCA_000008065.1;GCF_000008065;GCF_000008065.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0042,1
STRAIN_000102,ASM000008925,GCA_000008925;GCA_000008925.1;GCF_000008925;GCF_000008925.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0025,3
STRAIN_000103,ASM000008945,GCA_000008945;GCA_000008945.1;GCF_000008945;GCF_000008945.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000104,ASM000009045,GCA_000009045;GCA_000009045.1;GCF_000009045;GCF_000009045.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0014,4
STRAIN_000105,ASM000009425,GCA_000009425;GCA_000009425.1;GCF_000009425;GCF_000009425.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0015,4
STRAIN_000106,ASM000009825,GCA_000009825;GCA_000009825.1;GCF_000009825;GCF_000009825.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0043,4
STRAIN_000107,ASM000010005,GCA_000010005;GCA_000010005.1;GCF_000010005;GCF_000010005.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0006,1
STRAIN_000108,ASM000010145,GCA_000010145;GCA_000010145.1;GCF_000010145;GCF_000010145.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0005,4
STRAIN_000109,ASM000010425,GCA_000010425;GCA_000010425.1;GCF_000010425;GCF_000010425.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0016,4
STRAIN_000110,ASM000010525,GCA_000010525;GCA_000010525.1;GCF_000010525;GCF_000010525.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0044,1
STRAIN_000111,ASM000010725,GCA_000010725;GCA_000010725.1;GCF_000010725;GCF_000010725.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0045,1
STRAIN_000112,ASM000011045,GCA_000011045;GCA_000011045.1;GCF_000011045;GCF_000011045.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000113,ASM000011365,GCA_000011365;GCA_000011365.1;GCF_000011365;GCF_000011365.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0046,3
STRAIN_000114,ASM000011825,GCA_000011825;GCA_000011825.1;GCF_000011825;GCF_000011825.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000115,ASM000011845,GCA_000011845;GCA_000011845.1;GCF_000011845;GCF_000011845.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000116,ASM000012905,GCA_000012905;GCA_000012905.2;GCF_000012905;GCF_000012905.2,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0047,3
STRAIN_000117,ASM000013345,GCA_000013345;GCA_000013345.1;GCF_000013345;GCF_000013345.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0048,1
STRAIN_000118,ASM000014385,GCA_000014385;GCA_000014385.1;GCF_000014385;GCF_000014385.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0049,5
STRAIN_000119,ASM000014405,GCA_000014405;GCA_000014405.1;GCF_000014405;GCF_000014405.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0019,5
STRAIN_000120,ASM000014425,GCA_000014425;GCA_000014425.1;GCF_000014425;GCF_000014425.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0021,4
STRAIN_000121,ASM000014445,GCA_000014445;GCA_000014445.1;GCF_000014445;GCF_000014445.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0050,1
STRAIN_000122,ASM000014465,GCA_000014465;GCA_000014465.1;GCF_000014465;GCF_000014465.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0009,4
STRAIN_000123,ASM000014485,GCA_000014485;GCA_000014485.1;GCF_000014485;GCF_000014485.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000124,ASM000014505,GCA_000014505;GCA_000014505.1;GCF_000014505;GCF_000014505.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0027,3
STRAIN_000125,ASM000014525,GCA_000014525;GCA_000014525.1;GCF_000014525;GCF_000014525.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000126,ASM000014545,GCA_000014545;GCA_000014545.1;GCF_000014545;GCF_000014545.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0015,4
STRAIN_000127,ASM000015385,GCA_000015385;GCA_000015385.1;GCF_000015385;GCF_000015385.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0017,3
STRAIN_000128,ASM000016325,GCA_000016325;GCA_000016325.1;GCF_000016325;GCF_000016325.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0051,4
STRAIN_000129,ASM000016825,GCA_000016825;GCA_000016825.1;GCF_000016825;GCF_000016825.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0006,1
STRAIN_000130,ASM000017965,GCA_000017965;GCA_000017965.1;GCF_000017965;GCF_000017965.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0052,4
STRAIN_000131,ASM000019045,GCA_000019045;GCA_000019045.1;GCF_000019045;GCF_000019045.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0053,2
